"";"kingdom";"phylum";"class";"order";"family";"genus";"species"
"FU04040";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"unclassified_Diaporthales";"unclassified_Diaporthales";"unclassified_Diaporthales"
"FU04041";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU04042";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04043";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_psychrophila"
"FU04044";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04045";"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Pseudeurotiaceae";"unclassified_Pseudeurotiaceae";"unclassified_Pseudeurotiaceae"
"FU04046";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Cucurbitariaceae";"Pyrenochaeta";"Pyrenochaeta_keratinophila"
"FU04047";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Eutypa";"unclassified"
"FU04048";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU04049";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Grammothele";"Grammothele_sp"
"FU04050";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lycoperdaceae";"Lycoperdon";"unclassified"
"FU04051";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora";"unclassified"
"FU04052";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus_penicillioides"
"FU04053";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04054";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Hypholoma";"Hypholoma_lateritium"
"FU04055";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU04056";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"unclassified"
"FU04057";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04058";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04059";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU04060";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"unclassified"
"FU04061";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU04062";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04063";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04064";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU04065";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU04066";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU04067";"Fungi";"Basidiomycota";"Pucciniomycetes";"Platygloeales";"Eocronartiaceae";"Eocronartium";"Eocronartium_sp"
"FU04068";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04069";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Myxotrichaceae";"Oidiodendron";"unclassified"
"FU04070";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"Coprinopsis_argentea"
"FU04071";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04072";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"unclassified_Didymellaceae";"unclassified_Didymellaceae"
"FU04073";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Acremonium";"Acremonium_fusidioides"
"FU04074";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae"
"FU04075";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04076";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"unclassified_Orbiliaceae";"unclassified_Orbiliaceae"
"FU04077";"Fungi";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Ramalinaceae";"Bacidina";"Bacidina_adastra"
"FU04078";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Pleurotus";"Pleurotus_sp"
"FU04079";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU04080";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04081";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04082";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU04083";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU04084";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU04085";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium_glandicola"
"FU04086";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Hirsutella";"Hirsutella_subulata"
"FU04087";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU04088";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU04089";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU04090";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"Hebeloma_mesophaeum"
"FU04091";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU04092";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04093";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Endophoma";"Endophoma_elongata"
"FU04094";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Armillaria";"Armillaria_mellea"
"FU04095";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04096";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04097";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Mycosphaerellaceae";"Ramularia";"Ramularia_eucalypti"
"FU04098";"Fungi";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Xanthoria";"Xanthoria_sp"
"FU04099";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma_sinuatum"
"FU04100";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU04101";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"Knufia_peltigerae"
"FU04102";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04103";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Neosetophoma";"Neosetophoma_samararum"
"FU04104";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Stilbella";"Stilbella_sp"
"FU04105";"Fungi";"Ascomycota";"Taphrinomycetes";"Taphrinales";"Taphrinaceae";"Taphrina";"Taphrina_wiesneri"
"FU04106";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04107";"Fungi";"Ascomycota";"Sordariomycetes";"Pleurotheciales";"Pleurotheciaceae";"Phaeoisaria";"Phaeoisaria_fasciculata"
"FU04108";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04109";"Fungi";"Ascomycota";"Lecanoromycetes";"Caliciales";"Physciaceae";"Phaeophyscia";"Phaeophyscia_sp"
"FU04110";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04111";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04112";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"unclassified_Teratosphaeriaceae";"unclassified_Teratosphaeriaceae"
"FU04113";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"unclassified_Microascales";"unclassified_Microascales";"unclassified_Microascales"
"FU04114";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Leptosphaeria";"Leptosphaeria_sp"
"FU04115";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04116";"Fungi";"Ascomycota";"Orbiliomycetes";"unclassified_Orbiliomycetes";"unclassified_Orbiliomycetes";"unclassified_Orbiliomycetes";"unclassified_Orbiliomycetes"
"FU04117";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04118";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04119";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Boubovia";"Boubovia_sp"
"FU04120";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Galerina";"Galerina_sideroides"
"FU04121";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04122";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces_sp"
"FU04123";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Nectriopsis";"unclassified"
"FU04124";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Psathyrella";"unclassified"
"FU04125";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Cephalothecaceae";"unclassified_Cephalothecaceae";"unclassified_Cephalothecaceae"
"FU04126";"Fungi";"Basidiomycota";"Agaricomycetes";"Atheliales";"Atheliaceae";"Amphinema";"Amphinema_sp"
"FU04127";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04128";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Paraphaeosphaeria";"Paraphaeosphaeria_minitans"
"FU04129";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";"unclassified"
"FU04130";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lycoperdaceae";"Lycoperdon";"unclassified"
"FU04131";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Sarcosomataceae";"Plectania";"Plectania_sp"
"FU04132";"Fungi";"Ascomycota";"Taphrinomycetes";"Taphrinales";"Taphrinaceae";"Taphrina";"Taphrina_carpini"
"FU04133";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04134";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04135";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04136";"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriales_fam_Incertae_sedis";"Dendrophoma";"Dendrophoma_sp"
"FU04137";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04138";"Fungi";"Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota"
"FU04139";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Calycina";"Calycina_marina"
"FU04140";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04141";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04142";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU04143";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"unclassified_Glomeraceae";"unclassified_Glomeraceae"
"FU04144";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04145";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Inocybaceae";"Inocybe";"Inocybe_grammopodia"
"FU04146";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus";"Coprinellus_micaceus"
"FU04147";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"Trechispora";"unclassified"
"FU04148";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04150";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04151";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04152";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04153";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meruliaceae";"Scopuloides";"Scopuloides_hydnoides"
"FU04154";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04155";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU04156";"Fungi";"Ascomycota";"Arthoniomycetes";"unclassified_Arthoniomycetes";"unclassified_Arthoniomycetes";"unclassified_Arthoniomycetes";"unclassified_Arthoniomycetes"
"FU04157";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"Russula_sororia"
"FU04158";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Didymella";"unclassified"
"FU04159";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Coniosporium";"Coniosporium_apollinis"
"FU04160";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04161";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04162";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04163";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04164";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04166";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04167";"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"Dinemasporium";"Dinemasporium_sp"
"FU04168";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"unclassified_Teratosphaeriaceae";"unclassified_Teratosphaeriaceae"
"FU04169";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"Coprinopsis_clastophylla"
"FU04170";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Rhodocybe";"Rhodocybe_sp"
"FU04171";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU04172";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Gliomastix";"unclassified"
"FU04173";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04174";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Suillaceae";"Suillus";"Suillus_variegatus"
"FU04175";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Inocybaceae";"Inocybe";"Inocybe_griseolilacina"
"FU04176";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04177";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU04178";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"Trechispora";"Trechispora_stevensonii"
"FU04179";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04180";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Hypoxylon";"Hypoxylon_howeanum"
"FU04181";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"unclassified_Agaricales";"unclassified_Agaricales";"unclassified_Agaricales"
"FU04182";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04183";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04184";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_fimbricystis"
"FU04185";"Fungi";"Ascomycota";"Sordariomycetes";"Melanosporales";"Melanosporaceae";"Melanospora";"Melanospora_sp"
"FU04186";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Dictyosporium";"unclassified"
"FU04187";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus";"Coprinellus_micaceus"
"FU04188";"Fungi";"Ascomycota";"Taphrinomycetes";"Taphrinales";"Taphrinaceae";"Taphrina";"Taphrina_sp"
"FU04189";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU04190";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04191";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU04192";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Cladosporiaceae";"Cladosporium";"Cladosporium_aphidis"
"FU04193";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04194";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meruliaceae";"Phanerochaete";"Phanerochaete_sp"
"FU04195";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04196";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Crepidotaceae";"Crepidotus";"Crepidotus_sp"
"FU04197";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Smardaea";"Smardaea_sp"
"FU04198";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04199";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04200";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04201";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"Pseudotaeniolina";"Pseudotaeniolina_globosa"
"FU04202";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04203";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Ceratocystidaceae";"Ceratocystis";"Ceratocystis_sp"
"FU04204";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04205";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04206";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU04207";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU04208";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU04209";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04210";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cortinariaceae";"Gymnopilus";"Gymnopilus_penetrans"
"FU04211";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04212";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Pholiota";"Pholiota_abieticola"
"FU04213";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";"Torula_masonii"
"FU04214";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04215";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"unclassified"
"FU04216";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae"
"FU04217";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04218";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04219";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"unclassified_Microascales";"unclassified_Microascales";"unclassified_Microascales"
"FU04220";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_fam_Incertae_sedis";"Leptodontidium";"Leptodontidium_sp"
"FU04221";"Fungi";"Ascomycota";"Sordariomycetes";"Branch06";"unclassified_Branch06";"unclassified_Branch06";"unclassified_Branch06"
"FU04222";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus";"Coprinellus_radians"
"FU04223";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"unclassified_Agaricales";"unclassified_Agaricales";"unclassified_Agaricales"
"FU04224";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Hymenoscyphus";"Hymenoscyphus_dehlii"
