group;kingdom;phylum;class;order;family;genus;species
ASV00205;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Lophiotremataceae(100);Lophiotrema(100);Lophiotrema_rubi(100)
ASV00206;Fungi(100);Mortierellomycota(98);Mortierellomycetes(98);Mortierellales(98);Mortierellaceae(98);unclassified;unclassified
ASV00207;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(74);Plectosphaerellaceae(74);unclassified;unclassified
ASV00208;Fungi(100);Ascomycota(95);Eurotiomycetes(76);Chaetothyriales(62);unclassified;unclassified;unclassified
ASV00209;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreales_fam_Incertae_sedis(100);Acremonium(100);Acremonium_furcatum(100)
ASV00210;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(99)
ASV00211;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Funneliformis(100);unclassified
ASV00212;Fungi(100);Ascomycota(100);Dothideomycetes(98);Dothideales(98);Aureobasidiaceae(98);Kabatiella(98);Kabatiella_sp(98)
ASV00213;Fungi(100);Ascomycota(81);Dothideomycetes(69);Pleosporales(65);unclassified;unclassified;unclassified
ASV00214;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Holtermanniales(100);Holtermanniales_fam_Incertae_sedis(100);Holtermanniella(100);Holtermanniella_takashimae(100)
ASV00215;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00216;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_exigua(70)
ASV00217;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(99)
ASV00218;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Dominikia(100);Dominikia_achra(98)
ASV00219;Fungi(100);Ascomycota(100);Eurotiomycetes(77);Chaetothyriales(77);Trichomeriaceae(69);Knufia(68);unclassified
ASV00220;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(85);unclassified_Helotiaceae(75);Helotiaceae_sp(75)
ASV00221;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(100);Plectosphaerellaceae(100);Verticillium(100);unclassified
ASV00222;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(96);unclassified_Hypocreales(75);unclassified_Hypocreales(75);Hypocreales_sp(75)
ASV00223;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00224;Fungi(100);Ascomycota(100);Leotiomycetes(98);Helotiales(98);unclassified_Helotiales(60);unclassified_Helotiales(60);Helotiales_sp(60)
ASV00225;Fungi(100);Ascomycota(77);Dothideomycetes(60);unclassified;unclassified;unclassified;unclassified
ASV00226;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Ophiosphaerella(99);Ophiosphaerella_sp(99)
ASV00227;Fungi(100);Glomeromycota(98);Glomeromycetes(98);Glomerales(98);Glomeraceae(98);Funneliformis(95);Funneliformis_mosseae(63)
ASV00228;Fungi(100);Ascomycota(100);Sordariomycetes(99);Microascales(88);unclassified_Microascales(78);unclassified_Microascales(78);Microascales_sp(78)
ASV00229;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(98);unclassified;unclassified;unclassified
ASV00230;Fungi(100);Glomeromycota(93);Glomeromycetes(93);Glomerales(92);Glomeraceae(89);Rhizophagus(88);Rhizophagus_sp(74)
ASV00231;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);unclassified;unclassified;unclassified
ASV00232;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);unclassified_Ceratobasidiaceae(77);Ceratobasidiaceae_sp(77)
ASV00233;Fungi(100);Mortierellomycota(98);Mortierellomycetes(98);Mortierellales(98);Mortierellaceae(98);Mortierella(91);unclassified
ASV00234;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(60);Hypocreales_fam_Incertae_sedis(60);Acremonium(60);unclassified
ASV00235;Fungi(100);Ascomycota(99);Leotiomycetes(96);Helotiales(95);unclassified;unclassified;unclassified
ASV00236;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00237;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(90);Cistella(68);Cistella_sp(65)
ASV00238;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(82);Thanatephorus_cucumeris(82)
ASV00239;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(63);unclassified;unclassified
ASV00240;Fungi(100);Ascomycota(100);Dothideomycetes(99);Pleosporales(98);unclassified;unclassified;unclassified
ASV00241;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00242;Fungi(100);Rozellomycota(60);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00243;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Lentitheciaceae(94);Darksidea(66);unclassified
ASV00244;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Entolomataceae(100);Entoloma(100);Entoloma_graphitipes_f._cystidiatum(91)
ASV00245;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(100);Peniophoraceae(100);Subulicystidium(100);Subulicystidium_perlongisporum(100)
ASV00246;Fungi(100);Basidiomycota(62);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00247;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(97);unclassified;unclassified;unclassified
ASV00248;Fungi(100);Ascomycota(100);Dothideomycetes(100);Dothideales(100);Aureobasidiaceae(100);Aureobasidium(100);Aureobasidium_pullulans(99)
ASV00249;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00250;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(85);Lasiosphaeriaceae(77);unclassified;unclassified
ASV00251;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Volutella(93);Volutella_sp(84)
ASV00252;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Cucurbitariaceae(95);Pyrenochaeta(95);Pyrenochaeta_keratinophila(86)
ASV00253;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00254;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Parasola(100);unclassified
ASV00255;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Corticiales(100);Corticiaceae(100);Laetisaria(100);Laetisaria_arvalis(100)
ASV00256;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00257;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_exigua(77)
ASV00258;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Articulospora(100);Articulospora_sp(100)
ASV00259;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Bartaliniaceae(99);Bartalinia(99);Bartalinia_robillardoides(99)
ASV00260;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(97);Tetracladium(96);unclassified
ASV00261;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Ganodermataceae(100);Ganoderma(100);Ganoderma_adspersum(100)
ASV00262;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Eurotiales(100);Aspergillaceae(100);Penicillium(100);Penicillium_kongii(60)
ASV00263;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(96);Thanatephorus_cucumeris(96)
ASV00264;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Septoglomus(92);Septoglomus_sp(81)
ASV00265;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Pleosporaceae(100);Alternaria(100);unclassified
ASV00266;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00267;Fungi(100);Ascomycota(98);Dothideomycetes(88);Pleosporales(87);unclassified;unclassified;unclassified
ASV00268;Fungi(100);Ascomycota(84);Pezizomycetes(74);Pezizales(74);Pyronemataceae(68);Pulvinula(62);unclassified
ASV00269;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Goffeauzyma(100);Goffeauzyma_gastrica(100)
ASV00270;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00271;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(74);Thanatephorus_cucumeris(74)
ASV00272;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(96)
ASV00273;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(99);Hyaloscyphaceae(88);Cistella(75);Cistella_sp(75)
ASV00274;Fungi(100);Rozellomycota(75);unclassified_Rozellomycota(75);unclassified_Rozellomycota(75);unclassified_Rozellomycota(75);unclassified_Rozellomycota(75);Rozellomycota_sp(75)
ASV00275;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(99);Lasiosphaeriaceae(93);Cercophora(79);Cercophora_sulphurella(79)
ASV00276;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Paraboeremia(96);Paraboeremia_selaginellae(96)
ASV00277;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Paraphoma(100);Paraphoma_sp(92)
ASV00278;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(94);Olpidium(94);Olpidium_brassicae(94)
ASV00279;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(88);Lasiosphaeriaceae(70);unclassified;unclassified
ASV00280;Fungi(100);Ascomycota(100);Lecanoromycetes(100);Teloschistales(100);Teloschistaceae(100);Flavoplaca(94);Flavoplaca_sp(94)
ASV00281;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_antarctica(100)
ASV00282;Fungi(100);Ascomycota(100);Eurotiomycetes(84);Chaetothyriales(66);unclassified;unclassified;unclassified
ASV00283;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Naganishia(100);Naganishia_albida(73)
ASV00284;Fungi(100);Ascomycota(100);Leotiomycetes(97);Helotiales(97);Helotiaceae(93);Articulospora(86);Articulospora_sp(73)
ASV00285;Fungi(100);Glomeromycota(60);Glomeromycetes(60);Glomerales(60);Glomeraceae(60);unclassified;unclassified
ASV00286;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Didymella(99);Didymella_boeremae(85)
ASV00287;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00288;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);unclassified;unclassified;unclassified
ASV00289;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Bionectriaceae(98);Clonostachys(97);Clonostachys_rosea(97)
ASV00290;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00291;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Clavicipitaceae(100);Metacordyceps(99);Metacordyceps_chlamydosporia(99)
ASV00292;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(98);Ophiocordycipitaceae(96);Hirsutella(91);Hirsutella_subulata(62)
ASV00293;Fungi(100);Rozellomycota(89);unclassified_Rozellomycota(88);unclassified_Rozellomycota(88);unclassified_Rozellomycota(88);unclassified_Rozellomycota(88);Rozellomycota_sp(88)
ASV00294;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_oligospermum(100)
ASV00295;Fungi(100);Glomeromycota(94);Glomeromycetes(94);Glomerales(94);Glomeraceae(94);Dominikia(82);Dominikia_duoreactiva(63)
ASV00296;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongata(99)
ASV00297;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);unclassified;unclassified;unclassified
ASV00298;Fungi(100);Ascomycota(94);Dothideomycetes(82);Pleosporales(78);Torulaceae(71);Dendryphion(69);unclassified
ASV00299;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_tsunedae(97)
ASV00300;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(99);Helotiaceae(99);Articulospora(99);Articulospora_sp(91)
ASV00301;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00302;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00303;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00304;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00305;Fungi(100);Glomeromycota(93);Glomeromycetes(93);Glomerales(90);Glomeraceae(89);Rhizophagus(85);Rhizophagus_sp(64)
ASV00306;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(100)
ASV00307;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Cladophialophora(98);Cladophialophora_sp(90)
ASV00308;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00309;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(96)
ASV00310;Fungi(100);Basidiomycota(99);Pucciniomycetes(99);Platygloeales(98);Eocronartiaceae(98);Eocronartium(98);Eocronartium_sp(98)
ASV00311;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Cystofilobasidiales(100);Cystofilobasidiaceae(100);Cystofilobasidium(100);Cystofilobasidium_capitatum(95)
ASV00312;Fungi(100);Ascomycota(100);Eurotiomycetes(79);Chaetothyriales(79);unclassified;unclassified;unclassified
ASV00313;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Sporormiaceae(100);Preussia(100);Preussia_sp(79)
ASV00314;Fungi(100);Ascomycota(100);Leotiomycetes(100);Erysiphales(100);Erysiphaceae(100);Neoerysiphe(100);Neoerysiphe_nevoi(94)
ASV00315;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Ophiocordycipitaceae(98);Ophiocordyceps(95);Ophiocordyceps_agriotis(95)
ASV00316;Fungi(100);Ascomycota(99);Dothideomycetes(99);Pleosporales(99);Lentitheciaceae(89);Darksidea(67);unclassified
ASV00317;Fungi(100);Basidiomycota(99);Agaricomycetes(99);Hymenochaetales(96);unclassified_Hymenochaetales(92);unclassified_Hymenochaetales(92);Hymenochaetales_sp(92)
ASV00318;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(99);Helotiaceae(89);Helicodendron(81);Helicodendron_luteoalbum(81)
ASV00319;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Lentitheciaceae(100);Darksidea(100);Darksidea_delta(73)
ASV00320;Fungi(100);Ascomycota(79);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00321;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongatula(87)
ASV00322;Fungi(100);Ascomycota(100);Eurotiomycetes(95);Chaetothyriales(95);Trichomeriaceae(69);unclassified;unclassified
ASV00323;Fungi(100);Ascomycota(96);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00324;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(98);unclassified_Hypocreales(67);unclassified_Hypocreales(67);Hypocreales_sp(67)
ASV00325;Fungi(100);Ascomycota(100);Eurotiomycetes(99);Chaetothyriales(99);Herpotrichiellaceae(99);Phialophora(99);unclassified
ASV00326;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(99);Tetracladium(99);Tetracladium_marchalianum(73)
ASV00327;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00328;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Funneliformis(97);Funneliformis_mosseae(66)
ASV00329;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00330;Fungi(100);Olpidiomycota(97);Olpidiomycetes(97);Olpidiales(97);Olpidiaceae(92);Olpidium(92);Olpidium_brassicae(92)
ASV00331;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Microascaceae(100);Cephalotrichum(100);Cephalotrichum_stemonitis(100)
ASV00332;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Agaricaceae(100);Lepiota(94);Lepiota_sp(94)
ASV00333;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00334;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);unclassified
ASV00335;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified;unclassified;unclassified
ASV00336;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongata(87)
ASV00337;Fungi(100);Ascomycota(100);Eurotiomycetes(76);Chaetothyriales(75);Trichomeriaceae(70);Knufia(60);unclassified
ASV00338;Fungi(100);Glomeromycota(82);Glomeromycetes(82);Glomerales(81);Glomeraceae(80);Dominikia(68);unclassified
ASV00339;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00340;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(100);Peniophoraceae(100);Subulicystidium(100);Subulicystidium_perlongisporum(99)
ASV00341;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Ophiosphaerella(100);Ophiosphaerella_sp(100)
ASV00342;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Septoglomus(84);Septoglomus_sp(63)
ASV00343;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00344;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Rhinocladiella(100);Rhinocladiella_sp(100)
ASV00345;Fungi(100);Ascomycota(95);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00346;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified;unclassified;unclassified
ASV00347;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Sporormiaceae(100);Preussia(100);Preussia_flanaganii(96)
ASV00348;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00349;Fungi(100);Ascomycota(99);Sordariomycetes(99);Magnaporthales(98);Magnaporthaceae(98);Mycoleptodiscus(96);Mycoleptodiscus_sp(96)
ASV00350;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(99);Didymella(91);Didymella_boeremae(60)
ASV00351;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(97);Melanommataceae(95);Herpotrichia(66);Herpotrichia_juniperi(65)
ASV00352;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00353;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Glomus(100);Glomus_macrocarpum(100)
ASV00354;Fungi(97);Basidiomycota(61);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00355;Fungi(100);Blastocladiomycota(99);Blastocladiomycetes(99);Blastocladiales(99);unclassified_Blastocladiales(99);unclassified_Blastocladiales(99);Blastocladiales_sp(99)
ASV00356;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(100)
ASV00357;Fungi(100);Glomeromycota(98);Glomeromycetes(98);Glomerales(98);Glomeraceae(98);Rhizophagus(98);Rhizophagus_sp(85)
